ip,cpu_usage,memory_usage,network_traffic,execution_time,latency
10.0.129.233,61.46,12.98,842.0,73.0,228.22
10.0.129.234,35.04,8.2,386.0,15.0,12.23
10.0.129.235,29.71,36.2,511.0,71.0,119.61
10.0.129.236,38.61,41.86,628.0,46.0,116.1
10.0.129.237,90.0,59.73,23.0,60.0,10.19
10.0.129.238,83.12,9.07,143.0,24.0,16.08
10.0.129.239,98.39,12.48,201.0,36.0,40.48
10.0.129.240,39.47,84.22,887.0,28.0,154.01
10.0.129.241,92.65,50.07,797.0,84.0,477.94
10.0.129.242,56.52,22.82,57.0,90.0,20.36
10.0.129.243,13.92,28.7,527.0,29.0,32.12
10.0.129.244,80.2,5.44,67.0,56.0,16.0
10.0.129.245,85.67,83.28,721.0,60.0,368.18
10.0.129.246,66.84,48.48,176.0,15.0,15.29
10.0.129.247,6.48,20.57,212.0,45.0,12.87
10.0.129.248,9.64,57.17,894.0,7.0,21.64
10.0.129.249,65.03,84.86,55.0,92.0,37.92
10.0.129.250,59.95,79.64,984.0,30.0,204.42
10.0.129.251,46.72,96.19,791.0,10.0,57.37
10.0.129.252,20.85,44.33,22.0,38.0,2.82
10.0.129.253,18.69,65.1,287.0,16.0,19.61
10.0.129.254,85.36,10.94,250.0,68.0,81.74
10.0.129.255,75.54,59.24,342.0,77.0,178.25
10.0.130.1,35.08,5.33,558.0,33.0,37.48
10.0.130.2,63.6,98.44,269.0,81.0,177.18
10.0.130.3,94.69,6.9,636.0,70.0,225.24
10.0.130.4,62.35,73.62,976.0,51.0,340.01
10.0.130.5,12.26,47.53,289.0,46.0,39.86
10.0.130.6,6.72,76.73,306.0,81.0,104.13
10.0.130.7,19.24,55.53,105.0,76.0,29.73
10.0.130.8,83.31,86.83,21.0,1.0,0.23
10.0.130.9,96.7,85.73,776.0,20.0,139.19
10.0.130.10,8.42,91.42,373.0,45.0,83.31
10.0.130.11,34.07,22.94,576.0,90.0,147.77
10.0.130.12,67.21,26.02,794.0,99.0,366.88
10.0.130.13,21.62,93.49,32.0,98.0,18.24
10.0.130.14,73.58,83.23,444.0,43.0,148.08
10.0.130.15,73.92,13.73,167.0,66.0,48.53
10.0.130.16,80.93,67.79,249.0,77.0,141.9
10.0.130.17,45.11,80.25,672.0,8.0,35.66
10.0.130.18,80.0,75.02,667.0,57.0,295.86
10.0.130.19,61.14,97.19,707.0,20.0,112.74
10.0.130.20,96.65,17.32,679.0,86.0,332.05
10.0.130.21,95.75,30.31,19.0,43.0,5.22
10.0.130.22,49.6,26.67,75.0,59.0,16.84
10.0.130.23,18.87,27.87,428.0,9.0,9.28
10.0.130.24,40.62,42.58,591.0,89.0,218.5
10.0.130.25,46.94,94.79,134.0,23.0,22.28
10.0.130.26,20.63,99.87,168.0,39.0,39.68
10.0.130.27,46.25,16.96,311.0,19.0,18.74
10.0.130.28,48.41,50.56,879.0,66.0,287.9
10.0.130.29,6.32,76.98,142.0,0.0,0.06
10.0.130.30,58.61,61.97,707.0,96.0,411.06
10.0.130.31,91.07,17.96,245.0,82.0,108.77
10.0.130.32,87.47,58.05,466.0,44.0,148.85
10.0.130.33,13.49,57.22,284.0,90.0,89.99
10.0.130.34,89.95,28.53,313.0,67.0,124.9
10.0.130.35,65.46,35.61,682.0,84.0,288.6
10.0.130.36,57.77,62.29,647.0,35.0,136.15
10.0.130.37,26.72,64.87,956.0,25.0,109.09
10.0.130.38,86.73,66.68,884.0,96.0,648.84
10.0.130.39,7.81,74.43,793.0,32.0,103.22
10.0.130.40,65.34,9.8,611.0,34.0,77.33
10.0.130.41,29.12,44.43,176.0,44.0,28.24
10.0.130.42,99.34,45.72,301.0,73.0,159.82
10.0.130.43,61.87,15.24,718.0,81.0,225.45
10.0.130.44,15.92,98.83,381.0,45.0,99.39
10.0.130.45,92.44,56.86,768.0,31.0,175.79
10.0.130.46,8.46,92.2,714.0,68.0,245.99
10.0.130.47,55.3,67.91,433.0,77.0,205.38
10.0.130.48,35.79,65.24,686.0,47.0,162.83
10.0.130.49,41.76,74.67,255.0,26.0,38.6
10.0.130.50,56.44,25.47,962.0,7.0,26.93
10.0.130.51,53.0,79.92,864.0,32.0,185.56
10.0.130.52,55.99,20.8,406.0,7.0,10.8
10.0.130.53,65.28,55.23,517.0,89.0,277.63
10.0.130.54,73.05,25.37,179.0,10.0,8.5
10.0.130.55,58.16,78.91,196.0,36.0,48.74
10.0.130.56,98.73,71.59,572.0,86.0,419.55
10.0.130.57,19.98,40.17,549.0,3.0,5.6
10.0.130.58,72.13,99.44,80.0,5.0,3.44
10.0.130.59,38.63,95.22,463.0,69.0,212.64
10.0.130.60,11.09,64.32,738.0,28.0,77.71
10.0.130.61,80.48,73.57,490.0,94.0,354.19
10.0.130.62,28.5,61.73,473.0,76.0,163.12
10.0.130.63,64.33,56.24,773.0,76.0,355.65
10.0.130.64,52.91,40.33,575.0,62.0,166.02
10.0.130.65,81.8,43.77,40.0,32.0,7.97
10.0.130.66,15.33,69.21,87.0,50.0,18.35
10.0.130.67,75.35,34.02,82.0,29.0,12.83
10.0.130.68,32.85,13.25,815.0,98.0,184.79
10.0.130.69,15.35,90.56,313.0,99.0,164.25
10.0.130.70,82.04,54.1,988.0,90.0,606.02
10.0.130.71,48.73,65.99,176.0,11.0,11.38
10.0.130.72,61.95,14.15,361.0,70.0,96.4
10.0.130.73,75.37,48.16,560.0,74.0,255.88
10.0.130.74,61.9,89.97,454.0,36.0,122.84
10.0.130.75,31.56,14.42,752.0,58.0,100.9
10.0.130.76,19.28,82.12,573.0,9.0,26.24
10.0.130.77,80.96,45.58,478.0,96.0,291.73
10.0.130.78,5.82,83.7,604.0,67.0,181.54
10.0.130.79,28.12,88.66,848.0,83.0,412.89
10.0.130.80,86.27,63.16,68.0,1.0,0.51
10.0.130.81,69.46,14.98,896.0,17.0,62.62
10.0.130.82,45.66,18.43,886.0,82.0,232.06
10.0.130.83,27.69,66.08,752.0,45.0,157.32
10.0.130.84,15.54,99.95,654.0,39.0,145.72
10.0.130.85,55.25,86.8,764.0,11.0,57.01
10.0.130.86,64.81,70.49,979.0,87.0,576.62
10.0.130.87,51.31,99.0,165.0,78.0,96.69
10.0.130.88,86.81,23.43,267.0,59.0,86.44
10.0.130.89,68.19,82.47,316.0,35.0,82.79
10.0.130.90,8.14,73.04,814.0,38.0,124.79
10.0.130.91,30.93,32.71,509.0,75.0,121.91
10.0.130.92,63.29,87.46,406.0,43.0,130.2
10.0.130.93,16.45,64.36,596.0,41.0,99.45
10.0.130.94,18.61,23.06,302.0,89.0,55.99
10.0.130.95,22.59,38.84,542.0,42.0,70.37
10.0.130.96,98.09,60.81,673.0,22.0,118.46
10.0.130.97,34.57,26.17,761.0,34.0,78.4
10.0.130.98,89.89,57.58,150.0,63.0,69.05
10.0.130.99,9.58,22.76,715.0,29.0,33.39
10.0.130.100,75.21,60.6,343.0,61.0,141.77
10.0.130.101,26.14,72.32,146.0,42.0,30.3
10.0.130.102,98.15,88.14,850.0,91.0,721.05
10.0.130.103,10.44,89.93,436.0,10.0,22.0
10.0.130.104,63.8,82.66,742.0,30.0,164.64
10.0.130.105,18.51,49.74,979.0,65.0,216.12
10.0.130.106,63.71,95.26,123.0,43.0,42.55
10.0.130.107,7.62,48.27,701.0,31.0,61.63
10.0.130.108,45.29,59.32,410.0,16.0,34.92
10.0.130.109,90.56,12.43,44.0,16.0,3.56
10.0.130.110,64.99,23.4,32.0,40.0,5.59
10.0.130.111,6.9,18.66,961.0,21.0,25.61
10.0.130.112,94.55,18.74,743.0,46.0,192.55
10.0.130.113,45.69,29.71,56.0,20.0,4.24
10.0.130.114,69.32,27.79,596.0,56.0,163.35
10.0.130.115,20.24,79.0,52.0,14.0,3.75
10.0.130.116,24.7,83.33,754.0,22.0,90.5
10.0.130.117,61.21,68.28,733.0,54.0,255.86
10.0.130.118,73.94,50.76,328.0,8.0,17.0
10.0.130.119,53.01,21.08,966.0,94.0,336.61
10.0.130.120,55.03,68.63,480.0,54.0,159.16
10.0.130.121,79.27,55.52,798.0,18.0,96.44
10.0.130.122,38.29,89.99,433.0,11.0,30.7
10.0.130.123,74.88,76.31,780.0,1.0,7.45
10.0.130.124,66.73,64.53,598.0,85.0,334.73
10.0.130.125,48.26,11.06,717.0,23.0,49.91
10.0.130.126,21.63,81.95,881.0,67.0,303.59
10.0.130.127,85.93,51.32,874.0,57.0,339.6
10.0.130.128,72.8,58.34,285.0,76.0,142.47
10.0.130.129,68.04,25.7,324.0,86.0,130.02
10.0.130.130,7.01,50.26,977.0,97.0,272.56
10.0.130.131,58.4,30.02,265.0,32.0,37.16
10.0.130.132,61.57,28.47,330.0,5.0,7.26
10.0.130.133,28.91,50.88,618.0,18.0,44.61
10.0.130.134,11.64,31.25,183.0,58.0,22.84
10.0.130.135,83.72,29.18,653.0,80.0,293.57
10.0.130.136,74.99,84.37,169.0,2.0,2.26
10.0.130.137,5.54,78.42,465.0,57.0,110.54
10.0.130.138,40.8,94.23,462.0,18.0,57.64
10.0.130.139,86.77,37.19,133.0,13.0,10.34
10.0.130.140,43.21,83.48,20.0,79.0,9.99
10.0.130.141,74.89,41.91,722.0,51.0,214.32
10.0.130.142,93.3,93.73,209.0,89.0,173.87
10.0.130.143,54.09,21.93,640.0,36.0,86.77
10.0.130.144,90.34,10.03,350.0,41.0,72.02
10.0.130.145,38.5,93.95,545.0,58.0,209.07
10.0.130.146,22.15,71.0,459.0,12.0,26.62
10.0.130.147,38.44,12.73,9.0,67.0,1.5
10.0.130.148,37.56,91.78,629.0,25.0,100.09
10.0.130.149,87.66,96.49,414.0,31.0,117.17
10.0.130.150,33.36,38.35,652.0,65.0,151.37
10.0.130.151,23.66,86.96,157.0,74.0,64.15
10.0.130.152,16.44,98.31,697.0,24.0,97.1
10.0.130.153,75.0,50.78,140.0,38.0,33.82
10.0.130.154,37.24,15.72,840.0,99.0,219.11
10.0.130.155,34.61,6.81,167.0,58.0,20.14
10.0.130.156,72.42,53.84,500.0,57.0,179.7
10.0.130.157,34.94,36.63,25.0,65.0,5.8
10.0.130.158,9.72,47.81,478.0,86.0,118.19
10.0.130.159,76.58,38.17,977.0,74.0,412.73
10.0.130.160,13.87,32.0,453.0,86.0,89.61
10.0.130.161,21.36,47.02,607.0,99.0,206.14
10.0.130.162,18.52,92.55,974.0,21.0,112.66
10.0.130.163,35.35,18.09,815.0,70.0,152.61
10.0.130.164,37.23,19.98,872.0,68.0,169.57
10.0.130.165,86.92,25.32,759.0,49.0,209.16
10.0.130.166,37.81,17.07,501.0,89.0,121.88
10.0.130.167,38.49,71.69,90.0,17.0,8.39
10.0.130.168,52.65,25.28,835.0,100.0,324.91
10.0.130.169,13.11,13.58,407.0,65.0,35.56
10.0.130.170,30.78,7.26,941.0,56.0,99.82
10.0.130.171,8.26,68.8,8.0,89.0,2.91
10.0.130.172,69.45,96.21,995.0,42.0,347.69
10.0.130.173,71.8,93.31,744.0,96.0,586.92
10.0.130.174,32.98,89.19,917.0,99.0,555.47
10.0.130.175,86.66,76.7,399.0,2.0,7.42
10.0.130.176,57.86,67.2,271.0,72.0,121.94
10.0.130.177,56.54,41.89,924.0,84.0,379.89
10.0.130.178,82.12,91.51,839.0,26.0,192.18
10.0.130.179,14.22,73.52,529.0,28.0,65.14
10.0.130.180,66.55,21.09,174.0,33.0,25.19
10.0.130.181,35.87,76.29,171.0,96.0,91.96
10.0.130.182,87.26,17.26,108.0,52.0,29.11
10.0.130.183,95.67,70.52,426.0,46.0,162.97
10.0.130.184,87.23,31.23,214.0,64.0,80.85
10.0.130.185,76.09,66.34,724.0,66.0,338.66
10.0.130.186,29.04,68.85,934.0,91.0,417.77
10.0.130.187,28.94,72.23,286.0,17.0,24.69
10.0.130.188,40.95,70.01,266.0,4.0,5.41
10.0.130.189,15.95,12.3,489.0,98.0,67.44
10.0.130.190,58.73,52.94,825.0,3.0,14.1
10.0.130.191,85.1,62.25,765.0,52.0,295.68
10.0.130.192,47.13,71.96,103.0,73.0,44.58
10.0.130.193,12.31,81.01,823.0,27.0,104.17
10.0.130.194,16.24,96.98,462.0,67.0,174.83
10.0.130.195,79.86,98.38,437.0,96.0,375.25
10.0.130.196,26.53,97.47,144.0,14.0,12.8
10.0.130.197,14.5,85.42,716.0,11.0,39.12
10.0.130.198,43.55,7.85,325.0,37.0,30.46
10.0.130.199,27.75,73.37,625.0,78.0,245.99
10.0.130.200,20.03,49.4,927.0,56.0,180.75
10.0.130.201,40.07,45.81,118.0,79.0,40.23
10.0.130.202,21.33,74.26,190.0,92.0,83.79
10.0.130.203,72.02,73.23,797.0,74.0,426.52
10.0.130.204,15.38,89.76,889.0,25.0,117.38
10.0.130.205,40.83,16.24,88.0,75.0,18.96
10.0.130.206,59.7,63.29,94.0,30.0,17.45
10.0.130.207,74.02,58.54,212.0,28.0,39.33
10.0.130.208,56.72,22.12,82.0,30.0,9.51
10.0.130.209,46.2,60.27,726.0,59.0,229.01
10.0.130.210,9.29,53.89,343.0,91.0,98.52
10.0.130.211,72.66,95.42,696.0,50.0,292.97
10.0.130.212,7.42,57.28,875.0,18.0,50.11
10.0.130.213,79.96,64.41,94.0,95.0,64.32
10.0.130.214,75.71,74.35,600.0,14.0,65.07
10.0.130.215,61.63,15.6,432.0,78.0,129.42
10.0.130.216,33.4,82.28,64.0,69.0,25.24
10.0.130.217,46.05,50.64,849.0,4.0,16.44
10.0.130.218,55.19,44.48,687.0,45.0,155.05
10.0.130.219,70.72,87.62,830.0,43.0,282.0
10.0.130.220,61.55,91.38,556.0,51.0,215.2
10.0.130.221,44.8,54.26,67.0,9.0,2.84
10.0.130.222,24.31,25.67,910.0,16.0,37.28
10.0.130.223,86.61,91.57,959.0,28.0,241.54
10.0.130.224,26.31,72.75,450.0,53.0,117.45
10.0.130.225,27.36,93.41,795.0,54.0,258.92
10.0.130.226,61.06,31.26,285.0,37.0,48.73
10.0.130.227,32.51,12.81,159.0,26.0,9.32
10.0.130.228,68.03,79.42,696.0,46.0,236.43
10.0.130.229,25.69,87.13,772.0,44.0,191.9
10.0.130.230,96.59,9.86,188.0,58.0,57.71
10.0.130.231,79.73,10.42,812.0,3.0,12.09
10.0.130.232,15.44,79.23,676.0,57.0,182.91
10.0.130.233,9.36,62.84,472.0,35.0,60.36
10.0.130.234,89.46,39.78,648.0,75.0,314.32
10.0.130.235,22.93,96.0,113.0,26.0,17.44
10.0.130.236,94.11,75.46,761.0,35.0,227.96
10.0.130.237,75.26,16.76,630.0,98.0,284.45
10.0.130.238,81.33,88.66,127.0,17.0,18.57
10.0.130.239,98.72,67.75,999.0,96.0,794.55
10.0.130.240,16.44,63.93,14.0,78.0,4.28
10.0.130.241,74.68,19.32,600.0,66.0,186.16
10.0.130.242,73.34,33.23,372.0,58.0,114.54
10.0.130.243,59.82,42.94,164.0,90.0,75.67
10.0.130.244,17.42,87.13,73.0,44.0,16.71
10.0.130.245,30.04,92.35,210.0,52.0,66.72
10.0.130.246,74.48,16.04,45.0,66.0,13.47
10.0.130.247,52.96,55.94,664.0,13.0,48.17
10.0.130.248,7.41,23.09,359.0,16.0,8.64
10.0.130.249,14.57,27.6,915.0,54.0,103.35
10.0.130.250,36.9,31.18,724.0,28.0,70.09
10.0.130.251,12.4,76.47,576.0,30.0,77.53
10.0.130.252,10.74,56.15,277.0,94.0,86.84
10.0.130.253,61.3,76.79,125.0,96.0,82.29
10.0.130.254,59.61,8.83,394.0,81.0,109.32
10.0.130.255,39.97,37.42,596.0,6.0,13.21
10.0.131.1,63.81,24.6,901.0,90.0,357.35
10.0.131.2,44.64,86.92,329.0,83.0,179.55
10.0.131.3,92.39,61.97,853.0,30.0,196.17
10.0.131.4,70.78,41.06,60.0,43.0,14.23
10.0.131.5,59.47,66.2,442.0,60.0,168.08
10.0.131.6,81.22,74.85,597.0,50.0,232.89
10.0.131.7,78.89,8.39,254.0,83.0,91.89
10.0.131.8,23.34,15.97,692.0,70.0,94.6
10.0.131.9,5.12,81.28,927.0,69.0,277.26
10.0.131.10,73.92,28.64,618.0,69.0,218.74
10.0.131.11,62.81,86.76,449.0,87.0,292.34
10.0.131.12,33.16,39.15,227.0,68.0,55.68
10.0.131.13,58.61,8.04,829.0,60.0,166.64
10.0.131.14,80.96,75.12,457.0,82.0,294.3
10.0.131.15,6.69,31.58,236.0,33.0,14.82
10.0.131.16,87.38,8.24,432.0,22.0,46.16
10.0.131.17,16.89,76.94,920.0,82.0,353.2
10.0.131.18,32.54,91.51,424.0,18.0,48.15
10.0.131.19,6.09,7.77,437.0,71.0,21.48
10.0.131.20,70.7,69.63,139.0,83.0,80.51
10.0.131.21,14.3,8.15,533.0,10.0,6.23
10.0.131.22,44.06,82.01,764.0,61.0,293.29
10.0.131.23,86.91,13.68,5.0,70.0,1.76
10.0.131.24,26.22,79.01,63.0,42.0,13.7
10.0.131.25,88.87,11.46,330.0,97.0,159.91
10.0.131.26,52.88,87.77,177.0,29.0,36.22
10.0.131.27,96.46,72.18,132.0,30.0,33.07
10.0.131.28,46.48,76.77,527.0,99.0,320.19
10.0.131.29,69.48,5.02,175.0,18.0,11.42
10.0.131.30,38.05,48.43,14.0,44.0,2.65
10.0.131.31,10.06,52.87,158.0,83.0,40.95
10.0.131.32,93.18,67.74,854.0,94.0,642.7
10.0.131.33,82.05,42.37,799.0,55.0,273.98
10.0.131.34,52.39,84.87,151.0,29.0,30.38
10.0.131.35,10.29,47.27,418.0,27.0,32.89
10.0.131.36,73.06,26.22,931.0,44.0,204.44
10.0.131.37,66.29,64.59,82.0,12.0,6.62
10.0.131.38,19.05,7.96,198.0,99.0,26.45
10.0.131.39,87.69,72.03,513.0,50.0,205.84
10.0.131.40,49.08,63.88,227.0,23.0,28.94
10.0.131.41,18.53,56.2,126.0,46.0,21.47
10.0.131.42,69.55,72.86,12.0,44.0,3.81
10.0.131.43,43.85,54.05,275.0,12.0,16.71
10.0.131.44,42.89,33.8,13.0,96.0,4.64
10.0.131.45,68.49,22.5,792.0,63.0,228.65
10.0.131.46,92.96,92.61,107.0,60.0,59.16
10.0.131.47,7.49,83.17,59.0,75.0,20.2
10.0.131.48,34.08,97.92,474.0,78.0,242.75
10.0.131.49,38.13,28.47,434.0,27.0,39.34
10.0.131.50,37.01,25.35,978.0,65.0,197.24
10.0.131.51,91.09,19.89,155.0,71.0,60.92
10.0.131.52,6.22,63.48,513.0,72.0,128.09
10.0.131.53,65.4,53.53,29.0,66.0,11.43
10.0.131.54,87.5,70.28,739.0,69.0,401.76
10.0.131.55,11.25,58.91,453.0,6.0,9.17
10.0.131.56,49.72,50.11,618.0,54.0,165.98
10.0.131.57,99.13,8.14,160.0,47.0,40.35
10.0.131.58,7.37,40.27,209.0,11.0,5.67
10.0.131.59,44.67,5.33,310.0,68.0,53.08
10.0.131.60,34.24,57.72,846.0,86.0,334.54
10.0.131.61,61.91,88.76,298.0,89.0,199.08
10.0.131.62,11.29,40.27,336.0,29.0,25.42
10.0.131.63,25.82,55.01,286.0,55.0,63.91
10.0.131.64,62.23,84.09,102.0,58.0,43.47
10.0.131.65,6.67,59.95,568.0,20.0,37.5
10.0.131.66,81.85,82.94,826.0,33.0,221.44
10.0.131.67,57.39,75.97,74.0,3.0,1.33
10.0.131.68,34.33,78.84,146.0,9.0,7.43
10.0.131.69,96.78,57.34,248.0,74.0,141.62
10.0.131.70,61.06,18.05,143.0,75.0,42.69
10.0.131.71,86.97,81.74,156.0,38.0,49.92
10.0.131.72,77.62,99.42,111.0,68.0,66.29
10.0.131.73,73.27,44.33,977.0,58.0,334.46
10.0.131.74,20.08,43.68,976.0,3.0,7.82
10.0.131.75,19.56,52.73,488.0,35.0,62.61
10.0.131.76,64.49,45.15,270.0,96.0,142.22
10.0.131.77,35.93,81.14,289.0,96.0,162.15
10.0.131.78,93.47,19.17,615.0,51.0,178.1
10.0.131.79,62.51,48.14,546.0,30.0,91.34
10.0.131.80,94.52,37.83,502.0,42.0,139.74
10.0.131.81,72.45,11.44,678.0,80.0,227.28
10.0.131.82,30.15,50.52,243.0,36.0,35.48
10.0.131.83,79.37,83.99,889.0,75.0,546.31
10.0.131.84,92.58,81.3,58.0,98.0,49.56
10.0.131.85,47.33,13.5,744.0,16.0,35.58
10.0.131.86,26.86,78.55,337.0,34.0,60.55
10.0.131.87,23.85,69.65,636.0,7.0,22.0
10.0.131.88,38.74,68.92,801.0,55.0,236.79
10.0.131.89,76.35,41.21,30.0,52.0,9.19
10.0.131.90,8.46,66.97,256.0,28.0,26.59
10.0.131.91,60.02,13.49,94.0,32.0,11.07
10.0.131.92,16.73,97.98,353.0,19.0,38.64
10.0.131.93,66.15,99.38,851.0,44.0,308.67
10.0.131.94,34.78,25.27,200.0,2.0,1.38
10.0.131.95,57.96,27.75,15.0,80.0,5.13
10.0.131.96,54.06,40.5,629.0,49.0,146.24
10.0.131.97,80.07,25.1,51.0,87.0,23.2
10.0.131.98,58.82,6.47,411.0,23.0,30.61
10.0.131.99,15.6,80.51,14.0,15.0,1.01
10.0.131.100,17.26,12.54,446.0,48.0,31.62
10.0.131.101,6.46,89.87,314.0,68.0,103.01
10.0.131.102,94.5,38.46,204.0,2.0,3.07
10.0.131.103,69.79,8.49,500.0,20.0,38.88
10.0.131.104,80.33,57.62,795.0,73.0,401.29
10.0.131.105,54.86,73.57,141.0,51.0,45.84
10.0.131.106,58.39,35.78,228.0,64.0,68.67
10.0.131.107,23.71,13.21,743.0,66.0,90.19
10.0.131.108,38.11,48.15,535.0,31.0,70.95
10.0.131.109,77.38,69.65,309.0,22.0,50.94
10.0.131.110,47.68,8.67,127.0,43.0,15.47
10.0.131.111,68.24,38.99,614.0,62.0,204.36
10.0.131.112,62.54,53.13,265.0,43.0,65.16
10.0.131.113,21.15,87.87,983.0,93.0,496.57
10.0.131.114,58.85,30.52,769.0,66.0,228.6
10.0.131.115,50.15,14.87,448.0,9.0,13.29
10.0.131.116,68.66,80.9,497.0,53.0,198.34
10.0.131.117,81.42,87.31,574.0,18.0,88.98
10.0.131.118,84.2,10.96,471.0,60.0,134.94
10.0.131.119,77.97,60.86,939.0,81.0,528.43
10.0.131.120,49.17,63.54,497.0,90.0,251.81
10.0.131.121,34.1,43.66,605.0,19.0,44.8
10.0.131.122,40.71,21.57,686.0,83.0,177.42
10.0.131.123,35.84,90.51,13.0,18.0,1.5
10.0.131.124,79.06,10.0,659.0,93.0,272.05
10.0.131.125,43.49,64.94,639.0,41.0,140.52
10.0.131.126,29.3,53.7,391.0,77.0,125.19
10.0.131.127,10.41,16.49,368.0,93.0,46.0
10.0.131.128,55.24,36.72,360.0,22.0,37.07
10.0.131.129,97.18,21.78,605.0,76.0,274.02
10.0.131.130,90.41,89.78,453.0,1.0,3.03
10.0.131.131,41.44,17.47,323.0,49.0,46.51
10.0.131.132,87.02,62.51,503.0,94.0,352.57
10.0.131.133,76.33,25.14,432.0,65.0,142.32
10.0.131.134,61.69,29.71,30.0,28.0,3.79
10.0.131.135,72.02,69.73,697.0,8.0,37.06
10.0.131.136,61.65,33.92,83.0,79.0,31.34
10.0.131.137,5.21,31.11,971.0,96.0,169.86
10.0.131.138,31.22,6.71,869.0,88.0,145.12
10.0.131.139,51.23,45.84,252.0,91.0,111.8
10.0.131.140,91.09,84.71,43.0,43.0,16.23
10.0.131.141,10.21,54.12,632.0,76.0,154.82
10.0.131.142,7.19,35.36,34.0,12.0,0.84
10.0.131.143,31.08,99.53,623.0,57.0,230.09
10.0.131.144,22.0,99.64,697.0,81.0,344.72
10.0.131.145,24.96,35.22,133.0,18.0,7.32
10.0.131.146,16.14,16.39,484.0,49.0,38.35
10.0.131.147,89.82,43.69,103.0,97.0,66.3
10.0.131.148,38.89,10.7,448.0,84.0,93.12
10.0.131.149,25.34,50.01,811.0,25.0,75.22
10.0.131.150,6.01,35.23,236.0,36.0,17.43
10.0.131.151,88.88,79.39,354.0,59.0,174.58
10.0.131.152,44.68,97.66,859.0,93.0,570.8
10.0.131.153,41.52,6.69,180.0,95.0,41.31
10.0.131.154,89.55,22.0,439.0,10.0,24.26
10.0.131.155,32.24,96.24,288.0,92.0,169.42
10.0.131.156,42.72,86.11,12.0,60.0,4.67
10.0.131.157,69.61,63.82,786.0,19.0,101.39
10.0.131.158,40.04,63.57,957.0,5.0,26.93
10.0.131.159,30.4,99.65,264.0,43.0,73.77
10.0.131.160,94.91,14.39,83.0,47.0,21.13
10.0.131.161,88.02,92.98,885.0,89.0,711.36
10.0.131.162,20.27,43.0,220.0,26.0,18.23
10.0.131.163,29.02,55.08,632.0,99.0,262.76
10.0.131.164,45.91,65.46,420.0,22.0,51.4
10.0.131.165,24.27,71.27,695.0,10.0,33.35
10.0.131.166,94.68,8.8,211.0,55.0,59.78
10.0.131.167,60.37,70.22,394.0,63.0,162.14
10.0.131.168,87.78,25.0,668.0,53.0,198.16
10.0.131.169,44.95,7.33,313.0,17.0,13.92
10.0.131.170,92.94,36.57,109.0,32.0,22.38
10.0.131.171,68.34,42.59,35.0,5.0,1.0
10.0.131.172,46.36,59.0,602.0,37.0,117.31
10.0.131.173,85.06,49.45,558.0,84.0,315.63
10.0.131.174,12.22,43.93,669.0,76.0,143.09
10.0.131.175,46.9,51.22,914.0,74.0,334.04
10.0.131.176,81.39,98.07,412.0,31.0,113.32
10.0.131.177,9.68,43.76,7.0,74.0,1.45
10.0.131.178,9.72,49.8,676.0,70.0,141.65
10.0.131.179,67.07,19.17,803.0,88.0,304.84
10.0.131.180,55.53,47.64,212.0,77.0,84.09
10.0.131.181,36.94,93.72,757.0,31.0,151.9
10.0.131.182,18.31,95.23,726.0,60.0,246.74
10.0.131.183,25.81,36.84,398.0,30.0,38.01
10.0.131.184,26.71,46.82,307.0,68.0,77.06
10.0.131.185,51.65,90.02,114.0,47.0,38.19
10.0.131.186,98.27,39.63,761.0,81.0,424.06
10.0.131.187,35.22,55.35,335.0,3.0,4.94
10.0.131.188,82.04,40.78,821.0,37.0,188.44
10.0.131.189,98.86,49.88,555.0,18.0,74.66
10.0.131.190,79.41,27.67,733.0,63.0,246.31
10.0.131.191,51.16,94.05,105.0,3.0,2.17
10.0.131.192,46.93,91.62,291.0,53.0,107.65
10.0.131.193,56.54,14.73,732.0,97.0,252.86
10.0.131.194,72.2,34.44,672.0,6.0,20.36
10.0.131.195,22.47,73.55,391.0,75.0,140.15
10.0.131.196,55.6,71.44,55.0,66.0,23.02
10.0.131.197,17.19,46.77,590.0,63.0,119.21
10.0.131.198,61.54,23.46,148.0,34.0,21.48
10.0.131.199,80.23,61.88,119.0,12.0,9.76
10.0.131.200,88.44,44.71,129.0,87.0,74.95
10.0.131.201,8.53,58.5,694.0,55.0,128.53
10.0.131.202,55.92,29.69,503.0,21.0,46.15
10.0.131.203,46.93,50.52,555.0,46.0,123.74
10.0.131.204,45.88,27.52,306.0,71.0,80.03
10.0.131.205,18.09,21.41,517.0,64.0,65.5
10.0.131.206,72.99,94.85,129.0,17.0,18.61
10.0.131.207,40.99,5.7,686.0,40.0,64.24
10.0.131.208,29.68,50.3,635.0,20.0,49.85
10.0.131.209,73.93,54.79,927.0,28.0,165.61
10.0.131.210,99.34,20.76,604.0,31.0,113.85
10.0.131.211,46.48,64.12,199.0,81.0,89.67
10.0.131.212,15.37,74.68,330.0,51.0,76.45
10.0.131.213,57.49,90.78,845.0,27.0,171.58
10.0.131.214,36.29,26.83,938.0,75.0,222.89
10.0.131.215,8.04,70.06,780.0,19.0,56.53
10.0.131.216,71.45,86.52,387.0,54.0,166.49
10.0.131.217,12.09,40.27,500.0,87.0,113.8
10.0.131.218,17.88,23.42,643.0,67.0,88.73
10.0.131.219,28.36,74.21,675.0,11.0,37.24
10.0.131.220,26.12,54.65,543.0,30.0,64.82
